site,barcode,fstation,sitetype,stratum,sdate,stime,fdate,ftime,pool,lcode,gear,period,rep,summary,project,effdist,effhr,effmin,pwrgoal,pwrused,volts,v_qf,amps,a_qf,pulses,p_qf,dutycyc,dc_qf,utmzone,utm_e,utm_n,gisgrid,zone15e,zone15n,gpsmeth,gpsacc,secchi,s_qf,temp,t_qf,depth,d_qf,cond,c_qf,current,cv_qf,do,do_qf,stageht,sh_qf,sveg92,vegd,eveg92,esveg92,substrt,snag,wingdyke,trib,riprap,inout,closing,flooded,othrstrc,labind,contanrs,shtcnt,totfishc,leader,pageno,rec_site,rownum,fishcode,length,tfs,grp_wdth,catch,weight,pathcode,subproj,userdef,recorder,nfsh_cnt,orphflag,batchno,Vital_Rate_Barcode
UPPER POOL,12008766,2,0,MCB-U,7/26/2018,11:00:00 AM,7/26/2018,11:15:00 AM,8,D1.RS,D,1,,5,M-,200,0,15,4184,4140,230,,18,,60,,25,,15,639755,4850112,,639755,4850112,2,1,105,,25.1,,2,,491,,0.44,,7.7,,,,,,,0,3,1,0,0,0,0,0,0,0,,1,,228,,1,1,37,BLGL,188,T,,1,177.00,,,,,,0,2714,vr200156
UPPER POOL,12008766,2,0,MCB-U,7/26/2018,11:00:00 AM,7/26/2018,11:15:00 AM,8,D1.RS,D,1,,5,M-,200,0,15,4184,4140,230,,18,,60,,25,,15,639755,4850112,,639755,4850112,2,1,105,,25.1,,2,,491,,0.44,,7.7,,,,,,,0,3,1,0,0,0,0,0,0,0,,1,,228,,1,1,35,FWDM,367,T,,1,584.00,,,,,,0,2714,vr200206
UPPER POOL,12008766,2,0,MCB-U,7/26/2018,11:00:00 AM,7/26/2018,11:15:00 AM,8,D1.RS,D,1,,5,M-,200,0,15,4184,4140,230,,18,,60,,25,,15,639755,4850112,,639755,4850112,2,1,105,,25.1,,2,,491,,0.44,,7.7,,,,,,,0,3,1,0,0,0,0,0,0,0,,1,,228,,1,1,36,BLGL,168,T,1,1,.,,,,,,0,2714,vr200454
UPPER POOL,12008766,2,0,MCB-U,7/26/2018,11:00:00 AM,7/26/2018,11:15:00 AM,8,D1.RS,D,1,,5,M-,200,0,15,4184,4140,230,,18,,60,,25,,15,639755,4850112,,639755,4850112,2,1,105,,25.1,,2,,491,,0.44,,7.7,,,,,,,0,3,1,0,0,0,0,0,0,0,,1,,228,,1,1,38,BLGL,190,T,,1,165.00,,,,,,0,2714,vr200131
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,63,GZSD,79,T,1,1,.,,,,,,0,2714,VR200486
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,62,GZSD,64,T,1,1,.,,,,,,0,2714,VR200487
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,61,GZSD,81,T,1,1,.,,,,,,0,2714,VR200488
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,65,GZSD,68,T,1,1,.,,,,,,0,2714,VR200485
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,60,GZSD,70,T,1,1,.,,,,,,0,2714,VR200489
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,59,GZSD,76,T,1,1,.,,,,,,0,2714,VR200490
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,58,GZSD,80,T,1,1,.,,,,,,0,2714,VR200491
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,44,GZSD,82,T,1,1,.,,,,,,0,2714,VR200502
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,46,GZSD,85,T,1,1,.,,,,,,0,2714,VR200504
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,66,GZSD,65,T,1,1,.,,,,,,0,2714,VR200413
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,47,GZSD,75,T,1,1,.,,,,,,0,2714,VR200503
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,48,GZSD,76,T,1,1,.,,,,,,0,2714,VR200501
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,45,GZSD,84,T,1,1,.,,,,,,0,2714,VR200506
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,54,GZSD,80,T,1,1,.,,,,,,0,2714,VR200495
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,49,GZSD,75,T,1,1,.,,,,,,0,2714,VR200500
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,75,GZSD,98,T,,1,9.00,,,,,,0,2714,VR200411
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,74,GZSD,68,T,1,1,.,,,,,,0,2714,VR200406
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,73,GZSD,69,T,1,1,.,,,,,,0,2714,VR200418
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,76,GZSD,92,T,1,1,.,,,,,,0,2714,VR200405
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,57,GZSD,78,T,1,1,.,,,,,,0,2714,VR200492
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,72,GZSD,58,T,1,1,.,,,,,,0,2714,VR200419
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,55,GZSD,87,T,1,1,.,,,,,,0,2714,VR200494
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,67,GZSD,81,T,1,1,.,,,,,,0,2714,VR200414
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,53,GZSD,71,T,1,1,.,,,,,,0,2714,VR200496
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,52,GZSD,77,T,1,1,.,,,,,,0,2714,VR200497
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,51,GZSD,93,T,1,1,.,,,,,,0,2714,VR200498
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,50,GZSD,77,T,1,1,.,,,,,,0,2714,VR200499
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,71,GZSD,69,T,1,1,.,,,,,,0,2714,VR200420
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,70,GZSD,65,T,1,1,.,,,,,,0,2714,VR200426
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,68,GZSD,85,T,1,1,.,,,,,,0,2714,VR200423
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,56,GZSD,82,T,1,1,.,,,,,,0,2714,VR200493
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,38,BLGL,123,T,,1,40.00,,,,,,0,2714,VR200510
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,41,BLGL,85,T,,1,11.00,,,,,,0,2714,VR200507
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,39,BLGL,119,T,,1,34.00,,,,,,0,2714,VR200509
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,37,BLGL,171,T,,1,118.00,,,,,,0,2714,VR200139
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,36,FWDM,470,T,,1,1251.00,,,,,,0,2714,VR200341
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,35,GZSD,349,T,,1,480.00,,,,,,0,2714,vr200239
GREEN ISLAND,12008767,2,0,BWC-S,7/26/2018,12:05:00 PM,7/26/2018,12:20:00 PM,8,D14.RS,D,1,,5,M-,200,0,15,4084,4180,190,,22,,60,,25,,15,640455,4849912,,640455,4849912,2,1,105,,25.9,,2,,460,,0,,7.6,,,,,2,,1,2,1,0,0,0,0,0,0,0,,0,,139,,1,1,40,BLGL,91,T,,1,14.00,,,,,,0,2714,VR200508
UPPER GOOSE,12008776,2,0,SCB,8/6/2018,9:00:00 AM,8/6/2018,9:15:00 AM,8,D11.RS,D,2,,5,M-,200,0,15,4067,4180,190,,22,,60,,25,,15,642405,4845762,,642405,4845762,2,1,110,,24,,2,,474,,0.44,,7.6,,,,,2,,1,3,0,0,0,0,0,0,0,0,,1,,281,,1,1,46,BLGL,102,T,,1,25.00,,,,,,0,2714,vr200596
UPPER GOOSE,12008776,2,0,SCB,8/6/2018,9:00:00 AM,8/6/2018,9:15:00 AM,8,D11.RS,D,2,,5,M-,200,0,15,4067,4180,190,,22,,60,,25,,15,642405,4845762,,642405,4845762,2,1,110,,24,,2,,474,,0.44,,7.6,,,,,2,,1,3,0,0,0,0,0,0,0,0,,1,,281,,1,1,49,BLGL,51,T,1,1,.,,,,,,0,2714,vr200365
UPPER GOOSE,12008776,2,0,SCB,8/6/2018,9:00:00 AM,8/6/2018,9:15:00 AM,8,D11.RS,D,2,,5,M-,200,0,15,4067,4180,190,,22,,60,,25,,15,642405,4845762,,642405,4845762,2,1,110,,24,,2,,474,,0.44,,7.6,,,,,2,,1,3,0,0,0,0,0,0,0,0,,1,,281,,1,1,50,BLGL,53,T,1,1,.,,,,,,0,2714,vr200366
UPPER GOOSE,12008776,2,0,SCB,8/6/2018,9:00:00 AM,8/6/2018,9:15:00 AM,8,D11.RS,D,2,,5,M-,200,0,15,4067,4180,190,,22,,60,,25,,15,642405,4845762,,642405,4845762,2,1,110,,24,,2,,474,,0.44,,7.6,,,,,2,,1,3,0,0,0,0,0,0,0,0,,1,,281,,1,1,51,BLGL,50,T,1,1,.,,,,,,0,2714,vr200367
UPPER GOOSE,12008776,2,0,SCB,8/6/2018,9:00:00 AM,8/6/2018,9:15:00 AM,8,D11.RS,D,2,,5,M-,200,0,15,4067,4180,190,,22,,60,,25,,15,642405,4845762,,642405,4845762,2,1,110,,24,,2,,474,,0.44,,7.6,,,,,2,,1,3,0,0,0,0,0,0,0,0,,1,,281,,1,1,52,BLGL,50,T,1,1,.,,,,,,0,2714,vr200368
UPPER GOOSE,12008776,2,0,SCB,8/6/2018,9:00:00 AM,8/6/2018,9:15:00 AM,8,D11.RS,D,2,,5,M-,200,0,15,4067,4180,190,,22,,60,,25,,15,642405,4845762,,642405,4845762,2,1,110,,24,,2,,474,,0.44,,7.6,,,,,2,,1,3,0,0,0,0,0,0,0,0,,1,,281,,1,1,53,BLGL,51,T,1,1,.,,,,,,0,2714,vr200438
UPPER GOOSE,12008776,2,0,SCB,8/6/2018,9:00:00 AM,8/6/2018,9:15:00 AM,8,D11.RS,D,2,,5,M-,200,0,15,4067,4180,190,,22,,60,,25,,15,642405,4845762,,642405,4845762,2,1,110,,24,,2,,474,,0.44,,7.6,,,,,2,,1,3,0,0,0,0,0,0,0,0,,1,,281,,1,1,43,BLGL,125,T,,1,48.00,,,,,,0,2714,vr200592
UPPER GOOSE,12008776,2,0,SCB,8/6/2018,9:00:00 AM,8/6/2018,9:15:00 AM,8,D11.RS,D,2,,5,M-,200,0,15,4067,4180,190,,22,,60,,25,,15,642405,4845762,,642405,4845762,2,1,110,,24,,2,,474,,0.44,,7.6,,,,,2,,1,3,0,0,0,0,0,0,0,0,,1,,281,,1,1,45,BLGL,119,T,,1,38.00,,,,,,0,2714,vr200594
UPPER GOOSE,12008776,2,0,SCB,8/6/2018,9:00:00 AM,8/6/2018,9:15:00 AM,8,D11.RS,D,2,,5,M-,200,0,15,4067,4180,190,,22,,60,,25,,15,642405,4845762,,642405,4845762,2,1,110,,24,,2,,474,,0.44,,7.6,,,,,2,,1,3,0,0,0,0,0,0,0,0,,1,,281,,1,1,48,BLGL,60,T,,1,4.00,,,,,,0,2714,vr200364
UPPER GOOSE,12008776,2,0,SCB,8/6/2018,9:00:00 AM,8/6/2018,9:15:00 AM,8,D11.RS,D,2,,5,M-,200,0,15,4067,4180,190,,22,,60,,25,,15,642405,4845762,,642405,4845762,2,1,110,,24,,2,,474,,0.44,,7.6,,,,,2,,1,3,0,0,0,0,0,0,0,0,,1,,281,,1,1,47,BLGL,120,T,,1,41.00,,,,,,0,2714,vr200597
UPPER GOOSE,12008776,2,0,SCB,8/6/2018,9:00:00 AM,8/6/2018,9:15:00 AM,8,D11.RS,D,2,,5,M-,200,0,15,4067,4180,190,,22,,60,,25,,15,642405,4845762,,642405,4845762,2,1,110,,24,,2,,474,,0.44,,7.6,,,,,2,,1,3,0,0,0,0,0,0,0,0,,1,,281,,1,1,44,BLGL,118,T,,1,39.00,,,,,,0,2714,vr200593
UPPER GOOSE,12008777,2,0,SCB,8/6/2018,10:10:00 AM,8/6/2018,10:25:00 AM,8,D9.RS,D,2,,5,M-,200,0,15,4106,4200,200,,21,,60,,25,,15,642305,4846362,,642305,4846362,2,1,105,,24.1,,1.7,,483,,0.4,,7.7,,,,,2,,1,3,0,0,0,0,0,0,0,0,,1,,160,,1,1,28,BLGL,85,T,,1,10.00,,,,,,0,2714,vr200569
UPPER GOOSE,12008777,2,0,SCB,8/6/2018,10:10:00 AM,8/6/2018,10:25:00 AM,8,D9.RS,D,2,,5,M-,200,0,15,4106,4200,200,,21,,60,,25,,15,642305,4846362,,642305,4846362,2,1,105,,24.1,,1.7,,483,,0.4,,7.7,,,,,2,,1,3,0,0,0,0,0,0,0,0,,1,,160,,1,1,30,BLGL,106,T,,1,25.00,,,,,,0,2714,vr200568
UPPER GOOSE,12008777,2,0,SCB,8/6/2018,10:10:00 AM,8/6/2018,10:25:00 AM,8,D9.RS,D,2,,5,M-,200,0,15,4106,4200,200,,21,,60,,25,,15,642305,4846362,,642305,4846362,2,1,105,,24.1,,1.7,,483,,0.4,,7.7,,,,,2,,1,3,0,0,0,0,0,0,0,0,,1,,160,,1,1,31,BLGL,121,T,,1,40.00,,,,,,0,2714,vr200567
UPPER GOOSE,12008777,2,0,SCB,8/6/2018,10:10:00 AM,8/6/2018,10:25:00 AM,8,D9.RS,D,2,,5,M-,200,0,15,4106,4200,200,,21,,60,,25,,15,642305,4846362,,642305,4846362,2,1,105,,24.1,,1.7,,483,,0.4,,7.7,,,,,2,,1,3,0,0,0,0,0,0,0,0,,1,,160,,1,1,32,FWDM,460,T,,1,982.00,,,,,,0,2714,vr200192
UPPER GOOSE,12008778,2,0,BWC-S,8/6/2018,11:45:00 AM,8/6/2018,12:00:00 PM,8,D15.RS,D,2,,5,M-,200,0,15,4036,4000,200,,20,,60,,25,,15,641405,4849812,,641405,4849812,2,1,90,,24.9,,2,,458,,0,,10.7,,,,,1,,1,2,1,0,0,0,0,0,0,0,,0,,162,,1,1,56,BLGL,124,T,,1,38.00,,,,,,0,2714,vr200408
UPPER GOOSE,12008778,2,0,BWC-S,8/6/2018,11:45:00 AM,8/6/2018,12:00:00 PM,8,D15.RS,D,2,,5,M-,200,0,15,4036,4000,200,,20,,60,,25,,15,641405,4849812,,641405,4849812,2,1,90,,24.9,,2,,458,,0,,10.7,,,,,1,,1,2,1,0,0,0,0,0,0,0,,0,,162,,1,1,67,BLGL,101,T,,1,20.00,,,,,,0,2714,vr200370
UPPER GOOSE,12008778,2,0,BWC-S,8/6/2018,11:45:00 AM,8/6/2018,12:00:00 PM,8,D15.RS,D,2,,5,M-,200,0,15,4036,4000,200,,20,,60,,25,,15,641405,4849812,,641405,4849812,2,1,90,,24.9,,2,,458,,0,,10.7,,,,,1,,1,2,1,0,0,0,0,0,0,0,,0,,162,,1,1,48,BLGL,167,T,,1,114.00,,,,,,0,2714,vr200471
UPPER GOOSE,12008778,2,0,BWC-S,8/6/2018,11:45:00 AM,8/6/2018,12:00:00 PM,8,D15.RS,D,2,,5,M-,200,0,15,4036,4000,200,,20,,60,,25,,15,641405,4849812,,641405,4849812,2,1,90,,24.9,,2,,458,,0,,10.7,,,,,1,,1,2,1,0,0,0,0,0,0,0,,0,,162,,1,1,49,BLGL,162,T,,1,107.00,,,,,,0,2714,vr200476
UPPER GOOSE,12008778,2,0,BWC-S,8/6/2018,11:45:00 AM,8/6/2018,12:00:00 PM,8,D15.RS,D,2,,5,M-,200,0,15,4036,4000,200,,20,,60,,25,,15,641405,4849812,,641405,4849812,2,1,90,,24.9,,2,,458,,0,,10.7,,,,,1,,1,2,1,0,0,0,0,0,0,0,,0,,162,,1,1,51,BLGL,143,T,,1,70.00,,,,,,0,2714,vr200439
UPPER GOOSE,12008778,2,0,BWC-S,8/6/2018,11:45:00 AM,8/6/2018,12:00:00 PM,8,D15.RS,D,2,,5,M-,200,0,15,4036,4000,200,,20,,60,,25,,15,641405,4849812,,641405,4849812,2,1,90,,24.9,,2,,458,,0,,10.7,,,,,1,,1,2,1,0,0,0,0,0,0,0,,0,,162,,1,1,52,BLGL,140,T,,1,54.00,,,,,,0,2714,vr200361
UPPER GOOSE,12008778,2,0,BWC-S,8/6/2018,11:45:00 AM,8/6/2018,12:00:00 PM,8,D15.RS,D,2,,5,M-,200,0,15,4036,4000,200,,20,,60,,25,,15,641405,4849812,,641405,4849812,2,1,90,,24.9,,2,,458,,0,,10.7,,,,,1,,1,2,1,0,0,0,0,0,0,0,,0,,162,,1,1,53,BLGL,129,T,,1,44.00,,,,,,0,2714,vr200362
